station_id,station_name,latitude,longitude,data_start,data_end,country_id
30764,Usugli,52.65,115.1667,1939-08-01,2024-04-18,119
72258,Dallas / Oldham,32.8471,-96.8518,1939-08-01,2024-12-30,149
72533,Fort Wayne International,41.0,-85.0333,1939-08-01,2024-12-30,149
03917,Belfast / Aldergrove Airport,54.65,-6.2167,1939-08-08,2024-04-18,148
31152,Nelkan,57.6667,136.15,1939-09-01,2024-04-20,119
30089,Jikimda,59.0333,121.75,1939-09-07,2024-04-20,119
10359,Gardelegen,52.5167,11.4,1939-10-01,2024-04-21,53
72641,Madison Dane County Rgnl,43.1333,-89.0167,1939-10-01,2024-12-30,149
72503,LaGuardia Airport,40.7833,-73.05,1939-10-07,2024-12-30,149
31873,Dal'Nerechensk,45.8667,133.7333,1939-10-10,2024-04-20,119
24656,Batamaj,63.5167,129.4833,1939-12-01,2024-04-20,119
23383,Agata,66.8833,93.4667,1939-12-01,2024-04-04,119
61832,Conakry / Gbessia,9.5667,-13.6167,1940-01-01,2024-04-15,56
12330,Poznan,52.4167,16.8333,1940-01-01,2024-04-20,115
38511,Chagyl,40.7833,55.3333,1940-01-01,2024-03-21,144
72569,Natrona County International  Airport,42.9,-106.4667,1940-01-01,2024-12-30,149
30781,Urjupino,52.75,120.0333,1940-01-01,2024-04-20,119
11518,Praha / Ruzyne,50.1,14.25,1940-01-01,2024-04-20,37
68580,Cedara,-29.5333,30.2833,1940-01-01,2024-12-22,129
68712,Cape Columbine,-32.8333,17.85,1940-01-01,2024-12-11,129
61052,Niamey-Aero,13.4833,2.1667,1940-01-01,2024-04-17,104
38719,Anzob Pass / Nasrut,39.0833,68.8667,1940-01-01,2024-04-16,137
68438,"Kimberley, Kim-Apt",-28.8,24.7667,1940-01-01,2024-12-30,129
60390,Dar-El-Beida,36.7167,3.25,1940-01-01,2024-04-11,2
72334,Memphis International Airport,35.0333,-89.9833,1940-01-01,2024-12-30,149
72770,Dillon / Bishop Place,45.2554,-112.5525,1940-01-01,2024-12-30,149
08429,Murcia / Alcantarilla,37.95,-1.2333,1940-01-01,2024-04-19,131
10765,Roth,49.2167,11.1,1940-01-02,2024-04-21,53
68858,East London Airport,-33.0333,27.8333,1940-02-01,2024-12-30,129
72214,Tallahassee Airport,30.4,-84.0167,1940-03-01,2024-12-30,149
93997,"Raoul Island, Kermadec Island",-29.25,-177.9167,1940-03-08,2024-12-30,102
06030,Aalborg,57.1,9.85,1940-04-01,2024-04-19,39
83780,Sao Paulo/Congonhas Aeroporto,-23.6167,-46.65,1940-04-01,2024-12-30,18
01271,Trondheim / Vaernes,63.4667,10.933300000000001,1940-04-19,2024-04-19,107
07005,Abbeville,50.1333,1.8333,1940-06-08,2024-04-19,49
72408,Philadelphia International Airport,39.8667,-75.2333,1940-07-01,2024-12-30,149
42361,Gwalior,26.2333,78.25,1940-08-01,2024-04-06,61
72440,Springfield-Branson National,37.2333,-93.05,1940-08-01,2024-12-30,149
24329,Selagoncy,66.25,114.2833,1940-09-01,2024-04-20,119
25123,Cherskij,68.75,161.2833,1940-11-01,2024-04-20,119
72606,Portland International  Jetport,43.65,-70.1333,1940-11-07,2024-12-30,149
24923,Lensk,60.7167,114.8833,1940-11-11,2024-04-20,119
72617,Burlington International,44.4667,-73.15,1940-12-01,2024-12-30,149
08575,Braganca,41.8,-6.7333,1940-12-31,2024-08-19,116
08546,Porto / Serra Do Pilar,41.1333,-8.6,1940-12-31,2024-12-30,116
13388,Nis,43.3333,21.9,1940-12-31,2024-04-20,123
EDMW0,Deggendorf  / Fehmbach,48.8311,12.8814,1941-01-01,2024-04-21,53
D1197,Ellwangen-Rindelbach,48.9895,10.1312,1941-01-01,2024-04-21,53
34432,Certkovo,49.3833,40.1667,1941-01-01,2024-03-13,119
72399,Harrisburg,40.1932,-76.7626,1941-01-01,2024-12-30,149
10788,Straubing,48.8333,12.5667,1941-01-01,2024-04-21,53
25715,Omsukchan,62.5167,155.8,1941-01-01,2024-04-20,119
10852,Augsburg,48.4333,10.933300000000001,1941-01-01,2024-04-21,53
23986,Severo-Jenisejsk,60.4667,93.0167,1941-01-01,2024-04-20,119
D0217,Attenkam,47.8774,11.3642,1941-01-01,2024-04-21,53
10929,Konstanz,47.6833,9.1833,1941-01-01,2024-04-21,53
08160,Zaragoza / Aeropuerto,41.6667,-1.0167,1941-01-01,2024-01-31,131
72256,Waco Regional Airport,31.6,-97.05,1941-01-01,2024-12-30,149
10055,Westermarkelsdorf,54.5333,11.0667,1941-01-01,2024-04-21,53
72392,Santa Barbara / La Patera,34.4262,-119.8415,1941-01-02,2024-04-18,149
65344,Cotonou,6.35,2.3833,1941-01-02,2024-04-17,14
26313,Kolka,57.75,22.6,1941-01-04,2024-04-04,77
10564,Schleiz,50.5667,11.8167,1941-02-17,2024-04-21,53
72492,Stockton Metropolitan Airport,37.9,-121.2333,1941-02-20,2024-12-30,149
33658,Chernivtsi,48.3667,25.9,1941-03-01,2024-04-20,146
80222,Bogota / Eldorado,4.7167,-74.15,1941-03-02,2024-12-30,30
80028,Barranquilla / Ernestocortissoz,10.8833,-74.7833,1941-05-02,2024-12-30,30
72792,Olympia Airport,46.9667,-122.9,1941-05-13,2024-12-30,149
93947,Campbell Island Aws,-52.55,169.15,1941-07-03,2024-12-29,102
60015,Tenerife / Los Rodeos,28.4667,-16.3167,1941-08-01,2024-04-17,131
94403,Geraldton Airport,-28.8,114.7,1941-08-23,2024-12-30,6
81001,Georgetown,6.8,-58.15,1941-08-25,2024-12-16,57
04030,Reykjavik,64.1333,-21.9,1941-09-01,2024-04-19,60
72217,Middle Georgia Regional Airport,32.6833,-83.15,1941-10-20,2024-12-30,149
72572,Salt Lake City International  Airport,40.7833,-111.9667,1941-11-01,2024-12-30,149
91490,Christmas / Cassidy,1.9833,-157.4833,1941-11-03,2024-12-30,102
72255,Victoria Regional Airport,28.8667,-96.1,1941-11-04,2024-12-30,149
71906,Kuujjuaq Airport,58.09,-68.42,1941-11-05,2024-12-30,24
72483,Sacramento Executive Airport,38.5,-121.5,1941-11-10,2024-12-30,149
72594,Eureka,40.8,-124.1667,1941-12-01,2024-12-30,149
72646,Wausau / Wausau Junction,44.9263,-89.627,1941-12-01,2024-04-18,149
71816,Goose Airport,53.32,-60.42,1941-12-01,2024-12-30,24
72389,Fresno Air Terminal,36.7833,-119.7167,1941-12-04,2024-12-30,149
72353,Will Rogers World Airport,35.3886,-97.6003,1941-12-14,2024-12-30,149
78397,Kingston / Norman Manley,17.9333,-76.7833,1941-12-22,2024-12-30,68
30838,Petrovskij Zavod,51.3167,108.8667,1942-01-01,2024-04-20,119
91176,Mcbh Kaneohe Bay Hawaii,21.45,-157.75,1942-01-01,2024-04-18,149
37308,Ambrolauri,42.5167,43.15,1942-01-01,2024-04-21,119
71900,Hopedale,55.45,-60.22,1942-01-01,2024-12-28,24
24967,Tegjultje-Terde,60.1667,130.2,1942-01-01,2024-04-19,119
38579,Dzizak,40.1167,67.8333,1942-01-01,2024-04-16,151
70249,Puntilla,62.1,-152.75,1942-01-01,2024-12-27,149
71801,St. John's International Airport,47.62,-52.75,1942-01-02,2024-04-18,24
72790,Ephrata / Lakeview,47.3081,-119.5169,1942-01-02,2024-12-30,149
72508,Bradley International Airport,41.9333,-72.6833,1942-01-08,2024-12-30,149
70326,King Salmon Airport,58.6833,-156.65,1942-01-12,2024-12-30,149
71815,Stephenville Airport,48.54,-58.55,1942-02-05,2024-12-27,24
21908,Dzalinda,70.1333,113.9667,1942-02-20,2024-04-20,119
72234,Meridian Key Field,32.3333,-88.75,1942-03-01,2024-12-30,149
70316,Cold Bay Airport,55.2167,-162.7333,1942-03-25,2024-12-30,149
71964,Whitehorse Airport,60.71,-135.07,1942-04-01,2024-12-30,24
32121,Ilyinskiy,47.9833,142.2,1942-04-01,2024-04-20,119
71966,Dawson,64.06,-139.13,1942-04-02,2024-12-30,24
71934,Fort Smith Airport,60.02,-111.96,1942-04-02,2024-12-30,24
91680,Nandi,-17.75,177.45,1942-04-13,2024-12-30,47
72310,Columbia Metropolitan Airport,33.95,-81.1167,1942-04-24,2024-12-30,149
08482,Malaga / Aeropuerto,36.6667,-4.4833,1942-05-01,2024-04-19,131
72240,Lake Charles Regional Airport,30.2,-93.3833,1942-05-02,2024-12-30,149
41780,Karachi Airport,24.9,67.1333,1942-05-06,2024-04-21,109
85201,La Paz / Alto,-16.5167,-68.1833,1942-06-01,2024-12-30,15
65660,"Grand Bassa, Roberts Field",6.25,-10.35,1942-07-06,2024-04-17,79
10641,Offenbach Wetterpark,50.0894,8.7864,1942-07-10,2024-04-21,53
72268,Roswell Industrial Air Centr,33.3,-104.5333,1942-07-13,2024-12-30,149
56778,Kunming,25.0167,102.6833,1942-07-13,2024-04-17,29
42475,Allahabad / Bamhrauli,25.45,81.7333,1942-07-27,2024-04-10,61
72507,Providence Green State Airport,41.7333,-71.4333,1942-08-01,2024-12-30,149
72537,Detroit Metropolitan,42.2333,-83.0,1942-08-01,2024-12-30,149
81225,Zanderij,5.45,-55.2,1942-09-01,2024-12-30,133
71727,Bagotville Airport,48.33,-71.0,1942-09-01,2024-12-25,24
72235,Jackson Airport,32.3167,-90.0667,1942-09-01,2024-12-30,149
72466,Colorado Springs Muni,38.8167,-104.7167,1942-09-01,2024-12-30,149
42314,Dibrugarh / Mohanbari,27.4833,95.0167,1942-09-02,2024-04-21,61
43296,Bangalore / Hindustan Airport,12.95,77.6333,1942-09-03,2024-04-21,61
65472,Accra,5.6,-0.16670000000000001,1942-09-07,2024-04-17,54
70291,Northway Airport,62.9667,141.9333,1942-09-08,2024-04-15,149
72557,Sioux Gateway Airport,42.3833,-96.05,1942-10-01,2024-12-30,149
70454,Adak Island Airport,51.8667,-176.6333,1942-10-01,2024-04-16,149
72464,Pueblo Memorial Airport,38.2833,-104.5,1942-10-01,2024-12-30,149
72551,Lincoln Municipal Airport,40.8333,-96.7647,1942-10-01,2024-12-30,149
82193,Belem Aeroporto,-1.3833,-48.4833,1942-10-01,2024-12-30,18
78741,Managua A. C. Sandino,12.15,-86.1667,1942-10-01,2024-12-30,103
72438,Indianapolis International  Airport,39.7167,-86.1167,1942-10-06,2024-12-30,149
71397,Greenwood Airport,44.98,-64.92,1942-11-01,2024-04-17,24
84390,Talara,-4.5667,-81.25,1942-11-01,2024-12-30,113
97980,Merauke / Mopah,-8.4667,140.3833,1942-11-21,2024-04-19,62
60156,Nouasseur,33.3667,-7.5833,1942-11-21,2024-04-17,96
72218,Augusta Bush Field,33.3667,-81.9667,1942-12-01,2024-12-30,149
94791,Coffs Harbour Airport,-30.3,153.1,1942-12-01,2024-12-30,6
71869,Prince Albert Airport,53.21,-105.67,1942-12-01,2024-12-30,24
72504,Sikorsky Memorial Airport,41.1667,-73.1333,1942-12-08,2024-12-30,149
72768,Glasgow International Airport,48.2167,-106.6167,1942-12-10,2024-12-30,149
71867,The Pas Airport,53.97,-101.09,1942-12-29,2024-12-30,24
48568,Songkhla,7.2,100.6,1943-01-01,2024-04-21,139
76118,"Pilares De Nacozari, Son.",30.3667,-109.6833,1943-01-01,2024-03-12,92
72297,Long Beach Airport,33.8167,-118.15,1943-01-01,2024-12-30,149
48456,Don Muang,13.9167,100.6,1943-01-01,2024-04-21,139
48327,Chiang Mai,18.7833,98.9833,1943-01-01,2024-04-21,139
24688,Ojmjakon,63.25,143.15,1943-01-01,2024-04-20,119
01403,Utsira Fyr,59.3,4.8833,1943-01-01,2024-04-19,107
42867,Nagpur Sonegaon,21.1,79.05,1943-01-01,2024-04-21,61
72493,Metro Oakland International  Airport,37.7167,-122.2333,1943-01-02,2024-04-18,149
60425,Chlef,36.2167,1.3333,1943-01-07,2024-04-17,2
60135,Rabat-Sale,34.05,-6.7667,1943-01-13,2024-04-17,96
60230,Marrakech,31.6167,-8.0333,1943-01-19,2024-04-17,96
04018,Keflavikurflugvollur,63.9667,-22.6,1943-02-22,2024-04-19,60
71935,Hay River Airport,60.84,-115.78,1943-03-01,2024-12-30,24
72363,Amarillo International  Airport,35.2167,-101.7167,1943-03-01,2024-12-30,149
60419,Constantine,36.2833,6.6167,1943-03-01,2024-04-17,2
91520,Honiara / Henderson,-9.4167,160.05,1943-03-16,2024-12-30,128
71868,Hudson Bay,52.82,-102.32,1943-03-19,2024-12-30,24
60656,Tindouf,27.6667,-8.1333,1943-03-19,2024-04-17,2
60369,Alger Port,36.7667,3.1,1943-03-25,2024-04-17,2
61421,Atar,20.5167,-13.0667,1943-04-01,2024-01-27,90
61641,Dakar / Yoff,14.7333,-17.5,1943-04-01,2024-04-17,122
71706,Charlottetown Airport,46.29,-63.12,1943-04-01,2024-12-28,24
41316,Salalah,17.0333,54.0833,1943-04-13,2024-04-21,108
65046,Kano,12.05,8.5333,1943-05-01,2024-04-17,105
72532,Greater Peoria Regional Airport,40.6667,-89.6839,1943-05-04,2024-12-30,149
41288,Masirah,20.6667,58.9,1943-05-11,2024-04-21,108
82288,Parnaiba Aeroporto,-2.9167,-41.75,1943-05-12,2024-12-30,18
60507,Mascara-Ghriss,35.2,0.1333,1943-05-21,2024-04-17,2
72544,Moline Quad-City Airport,41.45,-90.0167,1943-05-24,2024-12-30,149
57866,Lingling,26.2333,111.6167,1943-06-01,2024-04-12,29
65592,Tabou,4.4167,-7.3667,1943-06-01,2024-04-17,38
72288,Burbank-Glendale-Pasadena,34.2,-118.3667,1943-06-02,2024-04-18,149
57957,Guilin,25.3333,110.3,1943-06-07,2024-04-12,29
60715,Tunis-Carthage,36.8333,10.2333,1943-06-09,2024-04-17,142
72292,Avalon Catalina Airport,33.4,-118.4167,1943-06-13,2024-04-18,149
60725,Jendouba,36.4833,8.8,1943-07-01,2024-04-17,142
71726,Parent,47.92,-74.62,1943-07-04,2024-12-30,24
91643,Funafuti,-8.5167,179.2167,1943-07-20,2024-12-30,145
08075,Burgos / Villafria,42.3667,-3.6333,1943-08-01,2024-04-19,131
91753,Hihifo Ile Wallis,-13.2333,-176.1667,1943-08-09,2024-12-30,49
16459,Catania / Sigonella,37.4,14.9167,1943-08-11,2024-04-20,67
72426,"Wilmington, Oh.",39.4167,-83.8167,1943-08-18,2024-04-18,149
42809,Calcutta / Dum Dum,22.65,88.45,1943-08-31,2024-04-21,61
23418,Pechora,65.1167,57.1,1943-09-01,2024-04-20,119
82400,Fernando De Noronha,-3.85,-32.4167,1943-09-01,2024-12-30,18
36096,Kyzyl,51.7167,94.5,1943-10-01,2024-04-21,119
57745,Zhijiang,27.45,109.6833,1943-10-01,2024-04-12,29
40769,Arak,34.1,49.4,1943-10-18,2024-04-21,63
16560,Cagliari / Elmas,39.25,9.0667,1943-11-01,2024-04-20,67
62053,Benina,32.1,20.2667,1943-11-01,2024-04-17,80
08042,Santiago / Labacolla,42.9,-8.433300000000001,1943-11-01,2024-04-18,131
40754,Tehran-Mehrabad,35.6833,51.35,1943-11-01,2024-04-21,63
08148,Soria,41.7667,-2.4667,1943-11-01,2024-04-19,131
40180,Ben-Gurion International Airport,32.0,34.9,1943-11-01,2024-04-21,66
78486,Santo Domingo,18.4333,-69.8833,1943-11-02,2024-12-30,40
91631,Nanumea,-5.6667,176.1333,1943-11-12,2024-12-30,145
91503,Munda,-8.3333,157.2667,1943-11-30,2024-12-30,128
16320,Brindisi,40.65,17.95,1943-11-30,2024-04-20,67
40831,Abadan,30.3667,48.25,1943-12-01,2024-04-21,63
72212,Cross City Airport,29.6333,-83.1,1943-12-22,2024-04-18,149
26781,Smolensk,54.75,32.0667,1944-01-01,2024-02-14,119
93309,New Plymouth Aws,-39.0167,174.1833,1944-01-01,2024-12-29,102
94212,Halls Creek,-18.2,127.7,1944-01-01,2024-12-30,6
08373,Ibiza / Es Codola,38.8667,1.3833,1944-01-01,2024-04-19,131
72295,Los Angeles Airport,33.9333,-118.3833,1944-01-01,2024-12-30,149
59431,Nanning,22.8167,108.35,1944-01-15,2024-04-17,29
04063,Akureyri,65.6833,-18.0833,1944-01-28,2024-04-19,60
41891,Sylhet,24.9,91.8833,1944-01-31,2024-04-21,11
56651,Lijing,26.8333,100.4667,1944-01-31,2024-04-17,29
71109,Port Hardy Airport,50.68,-127.37,1944-02-01,2024-12-30,24
74612,Naws China Lake,35.6833,-117.7,1944-02-01,2024-04-17,149
71967,Burwash,61.3667,-139.05,1944-02-14,2024-04-18,24
57687,Changsha,28.2333,112.8667,1944-02-15,2024-04-11,29
91366,"Kwajalein, Bucholz AAF, Kwajalein KMR ATOL Airport",8.7167,167.7333,1944-02-15,2024-12-30,89
91610,Tarawa,1.35,172.9167,1944-02-27,2024-12-30,73
41150,Bahrain International Airport,26.2667,50.65,1944-03-19,2024-04-21,10
41196,Sharjah International Airport,25.3333,55.5167,1944-03-20,2024-04-21,147
56571,Xichang,27.9,102.2667,1944-03-30,2024-04-17,29
16253,Grazzanise,41.05,14.0667,1944-04-01,2024-04-20,67
56492,Yibin,28.8,104.6,1944-04-01,2024-04-17,29
97876,Tanah Merah / Tanah Merah,-6.1,140.3,1944-04-24,2024-04-19,62
41756,Jiwani,25.0667,61.8,1944-04-30,2024-04-21,109
72522,Glens Falls / Dix Mobile Home Park,43.3412,-73.6103,1944-05-01,2024-12-30,149
25428,Omolon,65.2333,160.5333,1944-05-01,2024-04-20,119
33415,Ternopil,49.5333,25.6667,1944-05-01,2024-04-18,146
97580,Sarmi,-1.8333,138.7167,1944-05-17,2024-04-19,62
56964,Simao,22.7667,100.9833,1944-05-17,2024-04-17,29
72306,Raleigh-Durham International  Airport,35.9,-78.7667,1944-05-18,2024-12-30,149
97690,Jayapura / Sentani,-2.5667,140.4833,1944-05-31,2024-04-19,62
72311,Athens Ben Epps Airport,33.95,-83.3333,1944-06-01,2024-12-30,149
71893,Comox Airport,49.72,-124.9,1944-07-02,2024-04-18,24
48008,Myitkyina,25.3667,97.4,1944-07-13,2024-04-21,98
91232,"Saipan Island, Saipan International Airport",15.1167,145.7333,1944-07-17,2024-04-19,149
72410,Lynchburg Regional Airport,37.3167,-79.2,1944-08-01,2024-12-30,149
21946,Chokurdah,70.6167,147.8833,1944-08-01,2024-04-19,119
07761,Ajaccio,41.9167,8.8,1944-08-01,2024-04-19,49
08515,Santa Maria Acores,36.9667,-25.1667,1944-08-07,2024-04-19,116
71938,Kugluktuk Airport,67.82,-115.14,1944-08-27,2024-12-30,24
70371,Sitka Airport,57.05,-135.3667,1944-09-01,2024-04-17,149
33008,Brest,52.1167,23.6833,1944-09-01,2024-04-20,12
94578,Brisbane Airport,-27.4,153.1,1944-10-01,2024-12-30,6
61829,Kankan,10.3833,-9.3,1944-10-01,2024-04-15,56
25248,Ilirnej,67.25,167.9667,1944-10-01,2024-04-20,119
71505,Haines Junction,60.77,-137.58,1944-10-06,2024-04-17,24
62062,Tobruk,32.1,23.9333,1944-10-27,2024-04-17,80
26653,Polock,55.4667,28.7667,1944-11-01,2024-04-20,12
07130,Rennes,48.0667,-1.7333,1944-11-01,2024-04-19,49
07180,Nancy / Essey,48.6833,6.2167,1944-11-03,2024-04-19,49
97560,Biak / Mokmer,-1.1833,136.1167,1944-11-04,2024-04-19,62
57516,Chongqing,29.5167,106.4833,1944-11-11,2024-04-17,29
71862,Estevan Airport,49.21,-102.97,1944-11-14,2024-12-27,24
16158,Pisa / S. Giusto,43.6833,10.3833,1944-11-24,2024-04-20,67
57993,Ganzhou,25.85,114.95,1944-12-02,2024-04-12,29
42623,Imphal Tulihal,24.7667,93.9,1944-12-06,2024-04-21,61
16206,Grosseto,42.75,11.0667,1944-12-11,2024-04-20,67
65319,Natitingou,10.3167,1.3833,1945-01-01,2024-04-17,14
61818,Kindia,10.05,-12.8667,1945-01-01,2024-04-13,56
65548,Man,7.3833,-7.5167,1945-01-01,2024-04-16,38
61080,Maradi,13.4667,7.0833,1945-01-01,2024-04-17,104
65361,Sokode,8.9833,1.15,1945-01-01,2024-04-17,140
D4032,Quedlinburg,51.7953,11.132,1945-01-01,2024-04-21,53
08202,Salamanca / Matacan,40.95,-5.5,1945-01-01,2024-04-19,131
33466,Myronivka,49.6667,31.0,1945-01-01,2024-04-18,146
65507,Fada N'Gourma,12.0333,0.3667,1945-01-01,2024-04-17,21
65522,Gaoua,10.3333,-3.1833,1945-01-01,2024-04-17,21
61816,Boke,10.933300000000001,-14.3167,1945-01-01,2024-01-22,56
08221,Madrid / Barajas,40.45,-3.55,1945-01-01,2024-04-19,131
22802,Sortavala,61.7167,30.7167,1945-01-01,2024-04-20,119
D2968,Köln-Stammheim,50.9894,6.9777000000000005,1945-01-01,2024-04-21,53
D5941,Reit im Winkl,47.6754,12.4698,1945-01-01,2024-04-21,53
70174,Bettles Airport,66.9,-151.5167,1945-01-01,2024-12-30,149
70246,Minchumina Airport,63.8667,-152.3,1945-01-01,2024-02-29,149
70350,Kodiak Airport,57.75,-152.4833,1945-01-01,2024-12-30,149
26179,Novgorod,58.5167,31.25,1945-01-01,2024-04-20,119
61820,Mamou,10.3667,-12.0833,1945-01-01,2024-04-15,56
D5335,Waltershausen,50.8963,10.5484,1945-01-01,2024-04-21,53
65562,Dimbokro,6.65,-4.7,1945-01-01,2024-04-17,38
D5111,Trostberg,48.0311,12.5396,1945-01-01,2024-04-21,53
33745,Bel'Cy,47.7833,27.95,1945-01-01,2024-04-19,94
65557,Gagnoa,6.1333,-5.95,1945-01-01,2024-04-17,38
61809,Labe,11.3167,-12.3,1945-01-01,2024-04-14,56
65555,Bouake,7.7333,-5.0667,1945-01-01,2024-04-17,38
42618,Kailashahar,24.3167,92.0,1945-01-19,2024-04-19,61
98325,Dagupan,16.05,120.3333,1945-01-20,2024-04-19,114
72520,Greater Pittsburgh International,40.4833,-80.0667,1945-02-01,2024-12-30,149
72281,"El Centro, Naval Air Facility",32.8167,-115.65,1945-02-01,2024-04-17,149
08175,Reus / Aeropuerto,41.15,1.1667,1945-02-01,2024-04-19,131
57816,Guiyang,26.5833,106.7167,1945-02-04,2024-04-12,29
41923,Dhaka,23.7667,90.3833,1945-02-28,2024-04-21,11
41764,Hyderabad Airport,25.3833,68.4167,1945-02-28,2024-04-21,109
74783,Fort Lauderdale,26.0726,-80.1527,1945-03-01,2024-12-30,149
98430,Science Garden,14.6333,121.0167,1945-03-01,2024-04-19,114
56985,Mengzi,23.3833,103.3833,1945-03-01,2024-04-17,29
72404,Nas Patuxent River Md,38.3,-76.0667,1945-03-01,2024-04-18,149
07255,Bourges,47.0667,2.3667,1945-03-01,2024-04-19,49
72447,Olathe / Clare,38.8309,-94.8903,1945-03-01,2024-04-18,149
48062,Sittwe,20.1333,92.8833,1945-03-02,2024-04-20,98
07015,Lille,50.5667,3.1,1945-03-02,2024-04-19,49
71807,Argentia,47.29,-53.99,1945-03-02,2024-04-18,24
98836,Zamboanga,6.9,122.0667,1945-03-12,2024-04-19,114
42410,Gauhati,26.1,91.5833,1945-03-20,2024-04-21,61
98223,Laoag,18.1833,120.5333,1945-03-31,2024-04-19,114
98429,Ninoy Aquino Inter-National Airport,14.5167,121.0,1945-03-31,2024-04-19,114
57447,Enshi,30.2833,109.4667,1945-03-31,2024-04-17,29
72428,Port Columbus International  Airport,40.0,-82.05,1945-04-01,2024-12-30,149
78367,"GUANTANAMO BAY, CUBA NAVAL",19.9167,-75.2,1945-04-01,2024-12-30,35
91066,"Sand Island, Henderson Field Airport",28.2167,-177.3667,1945-04-02,2024-04-18,149
72222,Pensacola / Pleasant Grove,30.3533,-87.318,1945-04-05,2024-04-18,149
16149,Rimini,44.0333,12.6167,1945-04-08,2024-04-20,67
33664,Bricany / Briceni,48.35,27.0833,1945-04-20,2024-04-18,94
10267,Kyritz,52.9333,12.4167,1945-05-01,2024-04-21,53
07222,Nantes,47.1667,-1.6,1945-05-01,2024-04-19,49
10458,Harzgerode,51.65,11.1333,1945-05-01,2024-04-21,53
08223,Madrid / Cuatro Vientos,40.3833,-3.7833,1945-05-01,2024-04-19,131
26339,Zoseni,57.1333,25.9167,1945-05-01,2024-04-04,77
98444,Legaspi,13.1333,123.7333,1945-05-03,2024-04-19,114
16090,Verona / Villafranca,45.3833,10.8667,1945-05-18,2024-04-20,67
07790,Bastia,42.55,9.4833,1945-05-18,2024-04-19,49
33883,Komrat,46.3,28.6333,1945-06-01,2024-04-20,94
71491,Fort Good Hope CS,66.24,-128.64,1945-06-01,2024-04-17,24
60360,Annaba,36.8333,7.8167,1945-06-09,2024-04-17,2
72494,San Francisco Airport,37.6167,-122.3667,1945-07-01,2024-12-30,149
72546,Des Moines International,41.5333,-93.6531,1945-07-01,2024-12-30,149
33678,Soroki / Cos?u?i,48.2,28.3,1945-08-01,2024-04-19,94
98232,Aparri,18.3667,121.6333,1945-08-04,2024-04-19,114
72267,Lubbock International Airport,33.6667,-101.8167,1945-08-10,2024-12-30,149
91212,"Agana, Guam International Airport",13.4833,144.8,1945-09-01,2024-12-30,149
72344,Fort Smith Regional Airport,35.3333,-94.0333,1945-09-27,2024-12-30,149
07690,Nice,43.65,7.2,1945-10-01,2024-04-19,49
72556,Karl Stefan Memorial Airport,41.9833,-97.4333,1945-10-01,2024-12-30,149
72231,New Orleans Airport,30.0,-90.0833,1945-10-01,2024-12-30,149
54511,Beijing,39.9333,116.2833,1945-10-31,2024-04-17,29
47759,Kyoto,35.0167,135.7333,1945-10-31,2024-04-21,69
72523,"Dansville / Municipal, Ny.",42.5667,-77.7167,1945-11-01,2024-04-18,149
20069,Ostrov Vize,79.5,76.9833,1945-11-01,2024-04-19,119
59287,Guangzhou,23.1667,113.3333,1945-11-30,2024-04-17,29
31062,Jugarjonok,59.7667,137.7167,1945-12-07,2024-04-20,119
91334,"Weno Island, Chuuk Int. Airp.",7.4667,151.85,1945-12-31,2024-12-30,93
EDXQ0,Rotenburg (Wumme),53.1278,9.3486,1946-01-01,2024-04-21,53
08215,Navacerrada,40.7833,-4.0167,1946-01-01,2024-04-19,131
D4094,"Weingarten, Kr. Ravensburg",47.8062,9.6206,1946-01-01,2024-04-21,53
72315,Asheville Regional Airport,35.4333,-82.0333,1946-01-01,2024-12-30,149
D3402,Münsingen-Apfelstetten,48.3851,9.4837,1946-01-01,2024-04-21,53
72308,Norfolk International Airport,36.9,-76.2,1946-01-01,2024-12-30,149
D2597,"Kissingen, Bad",50.2241,10.0792,1946-01-01,2024-04-21,53
D3164,"Cölbe, Kr. Marburg-Biedenkopf",50.8492,8.7746,1946-01-01,2024-04-21,53
34578,Cernyj Jar,48.0667,46.1167,1946-01-07,2024-03-27,119
32213,Cape Lopatka,50.8667,156.6667,1946-01-13,2024-04-20,119
08451,Jerez De La Fronteraaeropuerto,36.75,-6.0667,1946-02-01,2024-04-19,131
25356,Muhomornoje,66.3833,173.35,1946-02-01,2024-04-19,119
40416,Dhahran,26.2667,50.15,1946-02-14,2024-04-21,121
71926,Baker Lake Airport,64.3,-96.08,1946-02-18,2024-12-30,24
72391,"Nawcwpns Point Mugu, Ca",34.1167,-119.1167,1946-03-01,2024-04-16,149
71254,Camrose,53.05,-112.82,1946-03-01,2024-04-17,24
23606,Uhta,63.55,53.8167,1946-03-30,2024-04-19,119
52533,Jiuquan,39.7667,98.4833,1946-04-01,2024-04-17,29
10856,Lechfeld,48.1833,10.8667,1946-04-16,2024-04-21,53
42492,Patna,25.6,85.1,1946-05-01,2024-03-16,61
33631,Uzhhorod,48.6333,22.2667,1946-05-01,2024-04-20,146
08023,Santander,43.4667,-3.8167,1946-06-01,2024-04-19,131
10866,Munich Airport,48.35,11.7833,1946-06-01,2024-04-21,53
72274,Tucson International Airport,32.1333,-110.95,1946-06-01,2024-12-30,149
23226,Vorkuta,67.4833,64.0167,1946-07-01,2024-04-20,119
72242,Scholes Field,29.2667,-94.8667,1946-08-01,2024-12-30,149
84752,Arequipa,-16.3167,-71.55,1946-08-01,2024-12-30,113
